,id,type,cost,weather_dpendence,pet_friendly,time_open,time_close,movie_genre,music_genre,hike_difficulty,cusine_type
43,44,concert,45,False,False,6:35 AM,6:57 PM,,Alternative,,
44,45,concert,46,True,True,1:26 PM,4:12 AM,,Rap,,
45,46,concert,58,False,True,6:08 AM,6:28 PM,,Rock,,
46,47,concert,57,True,False,10:43 PM,3:55 PM,,Rock,,
47,48,concert,54,False,False,7:00 PM,12:02 PM,,Pop,,
48,49,concert,56,True,True,11:37 PM,4:27 PM,,Rock,,
49,50,concert,59,True,True,10:29 AM,8:28 AM,,Pop,,
50,51,concert,64,False,True,8:35 PM,2:41 AM,,Pop,,
51,52,concert,51,True,True,4:02 PM,6:17 PM,,Alternative,,
52,53,concert,45,True,False,10:55 AM,12:26 AM,,Alternative,,
53,54,concert,47,True,True,5:08 PM,7:08 AM,,Alternative,,
54,55,concert,72,True,True,10:58 AM,3:25 PM,,Rock,,
55,56,concert,80,True,False,11:33 PM,3:48 PM,,Pop,,
56,57,concert,66,False,True,5:49 PM,8:27 PM,,Pop,,
57,58,concert,49,True,False,8:00 AM,10:04 PM,,Pop,,
58,59,concert,56,False,True,12:07 PM,6:58 AM,,Pop,,
59,60,concert,36,True,False,3:57 PM,10:08 AM,,Pop,,
60,61,concert,52,True,False,12:29 PM,7:26 AM,,Rock,,
61,62,concert,52,False,True,8:22 AM,12:59 AM,,Pop,,
62,63,concert,50,True,True,6:18 AM,8:20 AM,,Alternative,,
63,64,concert,60,False,True,1:14 AM,4:41 PM,,Rock,,
64,65,concert,43,False,False,4:37 PM,9:30 AM,,Rap,,
65,66,concert,30,False,True,7:16 AM,9:32 AM,,Alternative,,
66,67,concert,44,True,True,1:17 AM,1:10 PM,,Alternative,,
67,68,concert,47,True,False,6:22 PM,1:23 AM,,Rap,,
68,69,concert,53,True,False,11:26 AM,5:06 AM,,Pop,,
69,70,concert,49,True,False,1:17 AM,5:42 PM,,Alternative,,
70,71,concert,40,True,True,9:42 PM,1:13 AM,,Rock,,
71,72,concert,41,False,False,12:50 AM,5:23 AM,,Rap,,
72,73,concert,45,False,False,8:32 PM,10:13 PM,,Alternative,,
73,74,concert,44,True,False,5:05 AM,1:11 PM,,Alternative,,
74,75,concert,42,True,True,12:06 AM,4:59 AM,,Rap,,
75,76,concert,51,True,True,5:35 AM,4:48 PM,,Pop,,
76,77,concert,34,True,True,5:21 PM,2:58 PM,,Pop,,
77,78,concert,58,True,False,3:56 AM,8:06 AM,,Rap,,
78,79,concert,47,False,False,6:19 PM,11:37 AM,,Rock,,
79,80,concert,56,False,False,9:49 PM,4:14 PM,,Rap,,
80,81,concert,47,False,True,7:03 AM,2:56 PM,,Alternative,,
81,82,concert,39,True,True,3:49 PM,1:49 PM,,Pop,,
82,83,concert,51,True,True,4:14 PM,10:42 AM,,Rock,,
83,84,concert,63,False,True,9:24 AM,2:31 PM,,Rap,,
84,85,concert,51,False,True,6:07 PM,7:49 AM,,Rap,,
85,86,concert,44,False,False,9:15 PM,7:36 PM,,Alternative,,
86,87,concert,40,True,True,12:11 AM,9:44 PM,,Pop,,
87,88,concert,45,False,False,6:45 AM,9:32 AM,,Alternative,,
88,89,concert,46,False,True,8:04 AM,9:10 AM,,Rock,,
89,90,concert,50,False,True,5:39 PM,8:39 PM,,Rock,,
90,91,concert,45,False,True,5:47 AM,6:49 AM,,Rock,,
91,92,concert,51,True,False,4:14 AM,3:29 PM,,Alternative,,
92,93,concert,29,False,False,12:04 AM,11:03 PM,,Rap,,
93,94,concert,59,True,False,2:56 AM,2:05 PM,,Pop,,
94,95,concert,62,True,False,1:18 PM,9:06 PM,,Pop,,
95,96,concert,48,True,False,1:39 PM,9:20 PM,,Alternative,,
96,97,concert,51,True,True,4:01 PM,8:13 AM,,Rock,,
97,98,concert,47,False,True,1:31 AM,6:03 PM,,Pop,,
98,99,concert,38,True,True,9:38 PM,6:44 AM,,Pop,,
99,100,concert,54,True,True,12:58 AM,9:35 AM,,Rap,,
100,101,concert,44,False,True,9:32 AM,10:38 AM,,Rap,,
101,102,concert,28,True,False,1:22 PM,8:08 AM,,Rap,,
102,103,concert,51,False,True,6:45 PM,7:48 AM,,Alternative,,
103,104,concert,39,True,False,9:23 PM,1:08 PM,,Pop,,
104,105,concert,32,False,True,9:46 AM,7:31 PM,,Pop,,
105,106,concert,52,False,False,7:00 PM,1:11 PM,,Rap,,
106,107,concert,61,False,True,7:24 PM,1:32 PM,,Alternative,,
107,108,concert,50,False,False,10:38 PM,8:59 AM,,Alternative,,
108,109,concert,64,True,True,12:12 AM,8:45 AM,,Pop,,
109,110,concert,57,False,False,6:03 PM,1:58 AM,,Pop,,
110,111,concert,45,False,True,8:38 PM,1:56 PM,,Rap,,
111,112,concert,66,True,True,7:56 PM,4:38 AM,,Rap,,
112,113,concert,43,True,True,9:42 PM,11:58 PM,,Rock,,
113,114,concert,54,True,True,10:53 AM,4:42 PM,,Alternative,,
114,115,concert,49,False,True,5:08 PM,5:21 AM,,Alternative,,
115,116,concert,48,True,True,5:14 AM,10:40 PM,,Alternative,,
116,117,concert,37,False,False,7:29 AM,11:24 PM,,Pop,,
117,118,concert,53,True,True,1:17 PM,9:33 AM,,Rock,,
118,119,concert,45,False,False,12:27 PM,4:48 PM,,Rock,,
119,120,concert,32,True,False,8:37 PM,3:32 PM,,Rock,,
120,121,concert,31,False,True,12:42 PM,7:35 PM,,Rap,,
121,122,concert,66,True,False,1:56 AM,3:23 AM,,Pop,,
122,123,concert,41,True,False,6:49 AM,4:07 PM,,Alternative,,
123,124,concert,51,True,True,5:08 AM,6:30 AM,,Alternative,,
124,125,concert,48,True,True,4:07 AM,10:13 PM,,Rock,,
125,126,concert,59,True,True,4:11 PM,6:12 PM,,Pop,,
126,127,concert,36,True,True,2:26 AM,1:11 PM,,Rap,,
127,128,concert,41,True,False,7:10 PM,11:33 PM,,Rap,,
128,129,concert,25,False,True,5:26 PM,2:19 PM,,Rock,,
129,130,concert,59,False,True,1:53 AM,7:15 AM,,Rap,,
130,131,concert,38,False,True,8:55 PM,8:29 PM,,Rap,,
131,132,concert,47,False,True,6:16 AM,2:01 AM,,Rap,,
132,133,concert,63,False,True,3:51 PM,9:52 PM,,Pop,,
133,134,concert,40,False,False,11:48 AM,10:53 AM,,Alternative,,
134,135,concert,51,False,False,11:08 AM,6:08 AM,,Rap,,
135,136,concert,42,True,True,4:42 AM,10:55 PM,,Alternative,,
136,137,concert,62,True,False,1:54 AM,2:32 AM,,Rap,,
137,138,concert,59,True,False,11:26 PM,8:11 AM,,Rap,,
138,139,concert,42,True,True,6:14 PM,10:14 PM,,Rap,,
139,140,concert,45,False,False,9:40 PM,10:07 PM,,Rock,,
140,141,concert,48,True,False,12:33 PM,3:22 AM,,Alternative,,
141,142,concert,46,False,False,4:59 AM,10:03 PM,,Pop,,
142,143,concert,27,False,True,5:34 PM,1:32 AM,,Rock,,
143,144,concert,47,False,True,5:17 PM,1:41 PM,,Pop,,
144,145,concert,50,True,True,2:03 AM,8:35 PM,,Alternative,,
145,146,concert,34,False,False,10:45 PM,5:28 AM,,Rap,,
146,147,concert,53,True,True,1:26 PM,10:41 AM,,Pop,,
147,148,concert,50,False,False,7:26 PM,9:14 AM,,Pop,,
148,149,concert,50,False,False,3:46 AM,11:29 PM,,Alternative,,
149,150,concert,44,True,False,3:18 PM,12:12 AM,,Alternative,,
150,151,concert,43,True,False,6:06 PM,12:11 PM,,Pop,,
151,152,concert,49,True,False,11:44 PM,9:34 PM,,Rock,,
152,153,concert,50,True,True,3:21 PM,8:49 AM,,Alternative,,
153,154,concert,43,True,True,7:09 PM,6:29 AM,,Rap,,
154,155,concert,40,False,True,3:24 AM,1:50 PM,,Alternative,,
155,156,concert,46,False,False,1:26 PM,8:20 AM,,Alternative,,
156,157,concert,56,False,True,4:43 PM,4:33 AM,,Alternative,,
157,158,concert,62,False,True,8:03 PM,1:49 AM,,Rock,,
158,159,concert,42,True,True,4:01 AM,5:24 PM,,Rap,,
159,160,concert,56,True,True,1:07 AM,7:21 PM,,Pop,,
160,161,concert,67,True,False,4:19 AM,10:32 PM,,Rock,,
161,162,concert,58,True,False,7:43 AM,11:15 AM,,Alternative,,
162,163,concert,51,False,True,10:19 AM,1:41 PM,,Rap,,
163,164,concert,47,True,False,4:25 AM,1:51 PM,,Pop,,
164,165,concert,39,False,False,7:03 AM,12:49 PM,,Pop,,
165,166,concert,51,False,False,6:08 AM,4:38 PM,,Pop,,
166,167,concert,58,False,True,1:32 PM,11:46 PM,,Pop,,
167,168,concert,58,True,False,10:22 PM,10:43 AM,,Alternative,,
168,169,concert,58,True,True,10:31 PM,10:23 PM,,Alternative,,
169,170,concert,33,True,False,4:24 PM,6:19 AM,,Rock,,
170,171,concert,47,True,True,6:00 PM,9:42 AM,,Rap,,
171,172,concert,44,True,True,2:42 AM,4:03 PM,,Rock,,
172,173,concert,49,False,False,5:52 AM,11:02 PM,,Rock,,
173,174,concert,72,True,True,12:01 PM,11:14 AM,,Rap,,
174,175,concert,63,True,True,9:21 AM,2:39 AM,,Rap,,
175,176,concert,47,False,True,9:08 AM,7:10 AM,,Rap,,
176,177,concert,66,True,True,12:42 AM,2:20 PM,,Rock,,
177,178,concert,60,True,True,6:16 AM,12:06 AM,,Pop,,
178,179,concert,53,False,False,12:45 PM,11:24 AM,,Rap,,
179,180,concert,44,True,True,12:40 AM,5:55 AM,,Alternative,,
180,181,concert,60,False,True,5:38 PM,6:55 PM,,Rock,,
181,182,concert,41,False,True,10:01 PM,6:16 PM,,Rap,,
182,183,concert,45,True,False,6:57 AM,9:20 PM,,Pop,,
183,184,concert,53,True,True,5:55 AM,1:16 PM,,Alternative,,
184,185,concert,37,True,False,2:49 PM,10:51 PM,,Rock,,
185,186,concert,53,True,True,11:17 PM,8:56 PM,,Rock,,
186,187,concert,48,False,False,7:37 AM,1:37 AM,,Alternative,,
187,188,concert,52,True,False,2:43 PM,3:48 AM,,Pop,,
188,189,concert,65,False,True,1:05 PM,5:53 AM,,Alternative,,
189,190,concert,46,False,False,2:32 PM,5:33 PM,,Rock,,
190,191,concert,51,False,True,3:19 PM,10:46 AM,,Pop,,
191,192,concert,40,True,True,11:41 AM,8:48 AM,,Rap,,
192,193,concert,63,True,False,1:44 AM,4:09 AM,,Rock,,
193,194,concert,48,False,True,10:15 AM,3:03 PM,,Rap,,
194,195,concert,37,True,False,11:36 PM,7:15 PM,,Rock,,
195,196,concert,32,False,True,6:58 AM,7:30 PM,,Pop,,
196,197,concert,51,False,False,8:21 PM,9:22 PM,,Rock,,
197,198,concert,50,True,False,3:22 AM,11:50 AM,,Alternative,,
198,199,concert,45,False,False,4:34 AM,5:59 PM,,Pop,,
199,200,concert,43,False,True,10:54 PM,11:49 PM,,Alternative,,
200,201,concert,58,False,False,11:40 PM,5:26 PM,,Alternative,,
201,202,concert,36,True,False,2:01 AM,11:20 AM,,Pop,,
202,203,concert,47,False,False,7:41 AM,6:30 AM,,Alternative,,
203,204,concert,47,False,True,2:13 PM,3:26 AM,,Rap,,
204,205,concert,56,True,True,2:31 PM,12:19 PM,,Rock,,
205,206,concert,34,True,True,2:07 PM,4:34 PM,,Rock,,
206,207,concert,64,False,True,5:38 PM,10:17 PM,,Rock,,
207,208,concert,23,False,False,8:15 PM,11:09 PM,,Rock,,
208,209,concert,58,False,False,5:49 AM,5:39 AM,,Rock,,
209,210,concert,60,False,False,6:17 AM,7:40 PM,,Rap,,
210,211,concert,65,False,True,9:44 PM,5:55 PM,,Rap,,
211,212,concert,46,False,True,12:01 PM,11:22 AM,,Alternative,,
212,213,concert,53,True,False,12:01 AM,9:03 AM,,Rock,,
213,214,concert,53,False,False,9:33 PM,7:47 PM,,Pop,,
214,215,concert,56,True,True,2:22 PM,3:06 AM,,Alternative,,
215,216,concert,53,True,True,1:42 PM,8:11 AM,,Rock,,
216,217,concert,42,False,True,10:21 PM,11:15 PM,,Alternative,,
217,218,concert,49,True,False,12:41 AM,4:57 PM,,Alternative,,
218,219,concert,55,False,False,10:10 AM,11:39 PM,,Alternative,,
219,220,concert,46,False,True,8:13 AM,3:46 AM,,Alternative,,
220,221,concert,45,False,False,3:26 PM,7:56 AM,,Rap,,
221,222,concert,58,False,False,11:25 AM,10:09 AM,,Alternative,,
222,223,concert,43,False,False,1:42 AM,12:56 PM,,Rap,,
223,224,concert,50,True,True,10:17 AM,12:45 AM,,Rap,,
224,225,concert,49,False,True,8:30 AM,1:42 AM,,Pop,,
225,226,concert,56,False,True,10:22 AM,6:15 PM,,Pop,,
226,227,concert,35,False,False,4:32 PM,4:11 PM,,Rock,,
227,228,concert,37,False,False,10:35 PM,4:26 AM,,Pop,,
228,229,concert,58,False,False,12:57 PM,3:32 PM,,Alternative,,
229,230,concert,39,True,False,9:03 PM,11:07 AM,,Rap,,
230,231,concert,48,False,False,11:49 PM,2:09 PM,,Rap,,
231,232,concert,67,True,False,10:29 AM,10:32 AM,,Rap,,
232,233,concert,62,False,False,5:26 AM,5:18 AM,,Pop,,
233,234,concert,63,True,False,12:40 PM,12:16 AM,,Alternative,,
234,235,concert,52,True,True,7:08 PM,6:37 AM,,Pop,,
235,236,concert,46,False,True,8:54 PM,11:49 AM,,Alternative,,
236,237,concert,38,False,True,9:51 PM,4:49 PM,,Rap,,
237,238,concert,67,False,True,8:11 AM,4:00 PM,,Pop,,
238,239,concert,47,False,False,2:12 PM,11:18 AM,,Pop,,
239,240,concert,58,True,False,7:14 PM,8:20 PM,,Rock,,
240,241,concert,41,False,True,9:04 PM,2:49 PM,,Rock,,
241,242,concert,43,False,True,2:05 PM,2:09 AM,,Rap,,
242,243,concert,65,False,False,7:40 AM,9:08 PM,,Rap,,
243,244,concert,63,False,False,11:44 AM,7:25 AM,,Rap,,
244,245,concert,56,False,True,7:39 AM,5:39 AM,,Rock,,
245,246,concert,31,False,False,11:32 PM,8:14 AM,,Rap,,
246,247,concert,46,True,True,11:24 AM,4:03 AM,,Pop,,
247,248,concert,33,False,True,9:40 PM,1:14 AM,,Alternative,,
248,249,concert,42,True,False,12:19 AM,1:07 AM,,Alternative,,
249,250,concert,56,False,False,12:24 PM,6:20 AM,,Rock,,
250,251,concert,46,True,True,3:30 PM,7:26 PM,,Rock,,
251,252,concert,48,True,True,1:07 AM,9:06 PM,,Pop,,
252,253,concert,51,False,True,10:52 PM,11:04 PM,,Rap,,
253,254,concert,40,False,True,8:38 PM,3:19 AM,,Alternative,,
254,255,concert,46,True,True,7:11 PM,6:52 AM,,Alternative,,
255,256,concert,47,False,False,1:45 PM,12:25 AM,,Alternative,,
256,257,concert,35,True,True,5:44 AM,5:25 PM,,Pop,,
257,258,concert,52,True,True,7:41 PM,10:17 PM,,Rap,,
258,259,concert,44,False,False,11:49 PM,7:17 PM,,Pop,,
259,260,concert,52,False,False,12:30 PM,2:56 PM,,Alternative,,
260,261,concert,58,True,False,11:46 AM,1:04 AM,,Rap,,
261,262,concert,44,True,True,11:25 AM,11:17 AM,,Rap,,
262,263,concert,49,True,False,7:18 AM,12:07 AM,,Pop,,
263,264,concert,45,True,False,2:03 AM,9:59 AM,,Alternative,,
264,265,concert,41,True,False,5:56 AM,12:50 AM,,Rock,,
265,266,concert,46,False,True,5:10 PM,6:45 PM,,Alternative,,
266,267,concert,65,False,False,2:21 AM,1:57 PM,,Alternative,,
267,268,concert,53,True,True,9:49 PM,2:52 PM,,Rock,,
268,269,concert,51,False,True,12:29 AM,9:27 PM,,Rock,,
269,270,concert,65,False,True,10:50 PM,4:51 AM,,Alternative,,
270,271,concert,49,True,True,1:20 AM,9:43 AM,,Pop,,
271,272,concert,43,True,True,5:31 AM,3:49 PM,,Pop,,
272,273,concert,41,True,True,11:22 PM,11:24 PM,,Rock,,
273,274,concert,61,True,True,9:27 AM,12:41 PM,,Rap,,
274,275,concert,36,True,True,11:53 AM,10:16 AM,,Alternative,,
275,276,concert,56,False,True,6:21 AM,2:11 AM,,Alternative,,
276,277,concert,51,False,True,1:13 PM,6:18 PM,,Pop,,
277,278,concert,49,False,False,12:44 PM,1:56 PM,,Rap,,
278,279,concert,56,False,False,6:54 AM,5:32 PM,,Alternative,,
279,280,concert,36,False,False,5:16 PM,5:47 PM,,Rap,,
280,281,concert,52,False,False,7:18 AM,6:43 AM,,Rock,,
281,282,concert,63,False,False,4:20 PM,4:24 PM,,Rap,,
282,283,concert,57,False,False,3:09 AM,11:56 AM,,Pop,,
283,284,concert,59,True,False,7:02 PM,12:24 PM,,Pop,,
284,285,concert,49,True,True,10:03 AM,11:39 PM,,Alternative,,
285,286,concert,43,True,False,3:29 AM,7:52 PM,,Rap,,
286,287,concert,51,True,True,10:05 AM,4:13 AM,,Rap,,
287,288,concert,47,True,True,3:07 AM,5:15 AM,,Rock,,
288,289,concert,52,True,True,6:46 AM,9:41 PM,,Rap,,
289,290,concert,42,False,False,2:43 AM,12:50 PM,,Rap,,
290,291,concert,48,False,False,1:37 PM,5:52 PM,,Pop,,
291,292,concert,58,False,True,9:43 PM,11:04 AM,,Rock,,
292,293,concert,37,False,True,10:38 AM,6:30 PM,,Rock,,
293,294,concert,36,True,True,1:35 PM,10:14 AM,,Pop,,
294,295,concert,43,False,True,8:39 PM,2:03 PM,,Alternative,,
295,296,concert,54,False,False,3:22 AM,7:55 PM,,Pop,,
296,297,concert,57,False,False,6:23 AM,3:37 PM,,Alternative,,
297,298,concert,52,True,True,3:13 AM,8:55 AM,,Rock,,
298,299,concert,60,True,False,4:51 PM,7:03 AM,,Pop,,
299,300,concert,53,True,True,5:03 AM,9:51 PM,,Rap,,
300,301,concert,54,False,True,9:10 PM,4:20 PM,,Alternative,,
301,302,concert,39,True,False,11:08 AM,12:02 PM,,Rock,,
302,303,concert,34,False,False,10:54 AM,1:47 PM,,Rock,,
303,304,concert,48,False,True,2:50 AM,11:55 PM,,Rock,,
304,305,concert,47,False,True,10:20 AM,2:31 PM,,Rock,,
305,306,concert,37,True,True,12:28 AM,4:38 PM,,Alternative,,
306,307,concert,54,False,False,11:37 AM,7:44 PM,,Rock,,
307,308,concert,57,False,True,8:52 AM,3:05 AM,,Rap,,
308,309,concert,54,True,True,5:28 AM,2:47 PM,,Pop,,
309,310,concert,43,True,False,9:47 AM,1:32 PM,,Rock,,
310,311,concert,50,True,False,5:45 AM,10:37 AM,,Rap,,
311,312,concert,43,True,True,12:50 AM,5:43 AM,,Rock,,
312,313,concert,37,True,False,6:30 PM,2:52 PM,,Rap,,
313,314,concert,57,False,True,11:18 AM,7:10 AM,,Rap,,
314,315,concert,51,True,True,9:59 AM,12:53 AM,,Pop,,
315,316,concert,73,True,True,6:51 PM,1:12 PM,,Rock,,
316,317,concert,62,False,True,7:29 PM,12:27 AM,,Alternative,,
317,318,concert,65,True,True,7:37 PM,11:07 AM,,Alternative,,
318,319,concert,52,True,True,6:35 AM,5:13 AM,,Alternative,,
319,320,concert,46,True,True,12:51 AM,4:45 AM,,Alternative,,
320,321,concert,75,True,True,11:14 AM,11:03 PM,,Rap,,
321,322,concert,51,True,False,9:40 PM,3:42 PM,,Pop,,
322,323,concert,61,True,False,12:48 AM,7:22 PM,,Alternative,,
323,324,concert,46,False,False,5:24 AM,8:21 AM,,Alternative,,
324,325,concert,54,False,False,7:59 PM,1:06 PM,,Alternative,,
325,326,concert,52,True,True,1:52 PM,9:26 AM,,Alternative,,
326,327,concert,69,False,False,3:56 AM,12:50 AM,,Alternative,,
327,328,concert,61,True,True,11:07 AM,5:34 PM,,Pop,,
328,329,concert,34,True,False,6:25 PM,8:48 PM,,Rock,,
329,330,concert,52,True,True,5:17 AM,3:01 AM,,Pop,,
330,331,concert,60,False,False,8:33 PM,2:57 AM,,Pop,,
331,332,concert,64,False,False,12:28 AM,8:35 PM,,Pop,,
332,333,concert,46,False,False,5:19 PM,4:40 AM,,Alternative,,
333,334,concert,58,False,True,7:09 AM,8:49 PM,,Rap,,
334,335,concert,63,False,True,6:47 PM,2:02 PM,,Alternative,,
335,336,concert,43,False,False,1:24 PM,2:51 AM,,Pop,,
336,337,concert,65,False,False,8:34 PM,11:26 PM,,Pop,,
337,338,concert,60,True,False,8:12 AM,9:45 AM,,Alternative,,
338,339,concert,62,True,True,9:35 PM,11:06 AM,,Pop,,
339,340,concert,65,True,False,3:13 AM,7:37 PM,,Pop,,
340,341,concert,49,True,True,8:46 AM,11:48 AM,,Rock,,
341,342,concert,44,False,True,3:01 AM,11:22 PM,,Rap,,
342,343,concert,48,True,True,9:07 PM,5:06 AM,,Pop,,
343,344,concert,59,True,True,10:14 PM,12:14 AM,,Rap,,
344,345,concert,37,False,False,11:42 PM,12:05 PM,,Pop,,
345,346,concert,54,True,False,7:25 PM,10:49 PM,,Rock,,
346,347,concert,67,False,True,1:29 AM,11:37 PM,,Rock,,
347,348,concert,59,False,True,12:30 PM,12:12 AM,,Alternative,,
348,349,concert,56,False,True,5:21 PM,5:27 PM,,Alternative,,
349,350,concert,56,True,False,7:21 AM,4:41 AM,,Rap,,
350,351,concert,57,True,False,3:44 AM,8:58 AM,,Pop,,
351,352,concert,50,True,False,9:41 PM,8:18 PM,,Alternative,,
352,353,concert,43,True,False,12:52 AM,9:08 PM,,Alternative,,
353,354,concert,45,True,False,8:16 PM,2:29 AM,,Rock,,
354,355,concert,56,True,False,3:42 AM,11:18 PM,,Alternative,,
355,356,concert,54,False,True,9:31 PM,10:49 PM,,Alternative,,
356,357,concert,59,False,True,9:59 AM,8:50 AM,,Rap,,
357,358,concert,39,True,False,10:45 AM,6:13 PM,,Rap,,
358,359,concert,35,True,False,11:28 AM,2:03 AM,,Alternative,,
359,360,concert,42,False,True,6:56 PM,1:41 PM,,Rap,,
360,361,concert,62,True,True,2:42 PM,8:33 PM,,Alternative,,
361,362,concert,46,True,False,10:17 AM,2:25 AM,,Alternative,,
362,363,concert,54,False,False,1:03 PM,3:22 AM,,Rock,,
363,364,concert,44,False,False,5:19 AM,8:16 PM,,Rock,,
364,365,concert,57,True,True,8:48 AM,2:22 PM,,Alternative,,
365,366,concert,50,False,True,1:00 PM,8:08 PM,,Rap,,
366,367,concert,51,False,True,7:24 PM,9:55 AM,,Alternative,,
367,368,concert,59,True,True,1:38 PM,3:52 AM,,Alternative,,
368,369,concert,61,False,True,8:31 AM,2:27 AM,,Rap,,
369,370,concert,47,False,False,4:36 AM,12:19 AM,,Alternative,,
370,371,concert,45,True,False,2:34 PM,5:43 AM,,Rock,,
371,372,concert,59,True,False,8:37 PM,3:39 AM,,Rock,,
372,373,concert,35,False,False,8:36 AM,6:42 AM,,Alternative,,
373,374,concert,53,True,False,7:58 PM,2:30 PM,,Rap,,
374,375,concert,45,False,False,11:01 PM,8:19 AM,,Pop,,
375,376,concert,49,False,False,5:06 PM,3:36 AM,,Pop,,
376,377,concert,35,False,False,11:13 PM,9:20 PM,,Alternative,,
377,378,concert,47,True,False,8:41 PM,9:46 AM,,Rock,,
378,379,concert,24,False,True,3:32 AM,3:19 AM,,Alternative,,
379,380,concert,63,True,False,7:49 PM,11:06 AM,,Rap,,
380,381,concert,54,False,True,6:20 PM,7:26 PM,,Pop,,
381,382,concert,45,True,True,6:48 PM,6:48 PM,,Alternative,,
382,383,concert,49,False,True,9:34 AM,6:24 AM,,Rock,,
383,384,concert,41,True,False,11:30 AM,4:55 PM,,Rap,,
384,385,concert,39,True,True,10:58 PM,10:27 PM,,Pop,,
385,386,concert,54,True,True,1:07 AM,6:58 PM,,Pop,,
386,387,concert,38,True,True,6:29 PM,8:12 AM,,Pop,,
387,388,concert,36,True,False,11:56 PM,8:33 PM,,Pop,,
388,389,concert,45,True,True,1:13 AM,3:30 AM,,Rap,,
389,390,concert,43,False,False,7:56 AM,12:43 PM,,Rock,,
390,391,concert,46,True,True,5:27 PM,8:19 PM,,Pop,,
391,392,concert,66,True,True,6:00 PM,10:09 AM,,Rap,,
392,393,concert,59,True,True,2:18 AM,9:32 PM,,Alternative,,
393,394,concert,61,True,False,5:48 PM,9:54 AM,,Alternative,,
394,395,concert,55,False,True,8:35 PM,2:29 PM,,Alternative,,
395,396,concert,55,False,False,1:49 PM,2:41 PM,,Pop,,
396,397,concert,41,False,False,5:34 PM,10:05 PM,,Alternative,,
397,398,concert,63,False,True,12:45 AM,9:39 PM,,Rock,,
398,399,concert,47,False,False,1:49 PM,5:34 AM,,Rap,,
399,400,concert,44,False,False,9:23 PM,7:08 AM,,Rap,,
400,401,concert,63,False,False,6:14 PM,12:21 PM,,Pop,,
401,402,concert,53,True,False,5:10 AM,2:23 AM,,Alternative,,
402,403,concert,54,True,True,12:55 AM,8:26 AM,,Alternative,,
403,404,concert,53,True,False,7:54 PM,7:20 PM,,Alternative,,
404,405,concert,67,False,False,6:54 AM,11:21 PM,,Rap,,
