id,type,cost,weather_dpendence,pet_friendly,time_open,time_close,movie_genre,music_genre,hike_difficulty,cusine_type
52,hike,0,TRUE,false,2:38 AM,5:23 AM,,,Difficulty,
53,hike,0,TRUE,true,1:00 AM,4:30 AM,,,Easy,
54,hike,0,TRUE,false,6:41 PM,4:42 AM,,,Medium,
55,hike,0,TRUE,false,11:26 AM,3:33 AM,,,Difficulty,
56,hike,0,TRUE,false,4:55 PM,12:28 PM,,,Easy,
57,hike,0,TRUE,false,10:39 AM,1:50 AM,,,Medium,
58,hike,0,TRUE,true,8:07 AM,12:28 PM,,,Difficulty,
59,hike,0,TRUE,false,5:36 PM,1:10 PM,,,Medium,
60,hike,0,TRUE,true,2:03 AM,5:25 AM,,,Medium,
61,hike,0,TRUE,true,11:09 PM,5:16 PM,,,Easy,
62,hike,0,TRUE,false,1:04 PM,7:43 PM,,,Easy,
63,hike,0,TRUE,true,1:12 PM,12:41 PM,,,Difficulty,
64,hike,0,TRUE,false,10:49 AM,12:19 PM,,,Difficulty,
65,hike,0,TRUE,true,11:32 AM,1:47 PM,,,Medium,
66,hike,0,TRUE,false,3:29 PM,7:07 PM,,,Medium,
67,hike,0,TRUE,false,4:52 AM,7:25 PM,,,Difficulty,
68,hike,0,TRUE,false,2:47 PM,5:44 PM,,,Medium,
69,hike,0,TRUE,true,11:27 PM,9:44 AM,,,Easy,
70,hike,0,TRUE,false,9:12 AM,1:51 PM,,,Easy,
71,hike,0,TRUE,true,8:02 PM,12:24 PM,,,Easy,
72,hike,0,TRUE,true,11:33 AM,1:54 PM,,,Medium,
73,hike,0,TRUE,false,8:53 AM,9:40 AM,,,Medium,
74,hike,0,TRUE,true,9:18 PM,3:16 AM,,,Medium,
75,hike,0,TRUE,true,11:46 PM,4:52 PM,,,Medium,
76,hike,0,TRUE,false,10:43 PM,4:34 PM,,,Difficulty,
77,hike,0,TRUE,true,9:12 AM,8:21 AM,,,Medium,
78,hike,0,TRUE,false,5:20 PM,4:09 AM,,,Easy,
79,hike,0,TRUE,true,1:45 AM,1:08 AM,,,Easy,
80,hike,0,TRUE,true,5:38 AM,8:50 AM,,,Difficulty,
81,hike,0,TRUE,true,10:04 PM,4:41 PM,,,Difficulty,
82,hike,0,TRUE,true,11:07 PM,1:13 PM,,,Medium,
83,hike,0,TRUE,false,9:28 PM,8:05 AM,,,Medium,
84,hike,0,TRUE,false,7:49 AM,8:45 PM,,,Difficulty,
85,hike,0,TRUE,false,4:01 PM,3:32 PM,,,Easy,
86,hike,0,TRUE,false,9:15 AM,3:53 AM,,,Easy,
87,hike,0,TRUE,false,3:22 AM,4:16 AM,,,Medium,
88,hike,0,TRUE,true,11:22 PM,9:57 PM,,,Easy,
89,hike,0,TRUE,false,7:04 AM,10:25 AM,,,Easy,
90,hike,0,TRUE,true,11:06 PM,5:31 AM,,,Difficulty,
91,hike,0,TRUE,false,8:27 PM,6:53 AM,,,Medium,
92,hike,0,TRUE,true,5:24 PM,7:14 PM,,,Easy,
93,hike,0,TRUE,false,8:15 AM,11:27 AM,,,Medium,
94,hike,0,TRUE,false,1:02 AM,2:42 AM,,,Difficulty,
95,hike,0,TRUE,false,5:05 AM,3:15 AM,,,Difficulty,
96,hike,0,TRUE,true,12:05 AM,9:37 PM,,,Easy,
97,hike,0,TRUE,false,1:04 AM,1:02 PM,,,Difficulty,
98,hike,0,TRUE,true,6:15 PM,6:16 AM,,,Easy,
99,hike,0,TRUE,false,4:08 AM,8:01 PM,,,Difficulty,
100,hike,0,TRUE,false,2:11 AM,8:04 PM,,,Medium,
101,hike,0,TRUE,true,1:05 PM,12:13 AM,,,Easy,
102,hike,0,TRUE,true,9:05 PM,9:41 PM,,,Easy,
103,hike,0,TRUE,true,3:11 AM,7:41 AM,,,Medium,
104,hike,0,TRUE,true,8:16 AM,11:35 PM,,,Easy,
105,hike,0,TRUE,true,4:29 AM,9:29 PM,,,Easy,
106,hike,0,TRUE,true,10:06 PM,7:03 AM,,,Easy,
107,hike,0,TRUE,true,3:09 AM,9:41 PM,,,Difficulty,
108,hike,0,TRUE,false,1:11 AM,11:58 PM,,,Medium,
109,hike,0,TRUE,false,2:57 AM,1:35 PM,,,Difficulty,
110,hike,0,TRUE,false,12:43 AM,5:30 AM,,,Difficulty,
111,hike,0,TRUE,false,10:47 AM,2:22 PM,,,Easy,
112,hike,0,TRUE,false,6:22 PM,4:31 AM,,,Easy,
113,hike,0,TRUE,true,5:40 AM,12:54 AM,,,Easy,
114,hike,0,TRUE,false,6:31 AM,3:42 AM,,,Difficulty,
115,hike,0,TRUE,false,2:25 AM,3:45 AM,,,Medium,
116,hike,0,TRUE,true,4:36 PM,5:48 AM,,,Easy,
117,hike,0,TRUE,true,11:13 PM,10:35 AM,,,Easy,
118,hike,0,TRUE,true,2:58 AM,2:38 PM,,,Medium,
119,hike,0,TRUE,false,6:44 AM,9:44 AM,,,Medium,
120,hike,0,TRUE,false,7:40 AM,12:56 PM,,,Medium,
121,hike,0,TRUE,false,12:51 PM,6:56 PM,,,Easy,
122,hike,0,TRUE,true,4:11 AM,2:03 AM,,,Medium,
123,hike,0,TRUE,false,9:04 AM,10:03 AM,,,Difficulty,
124,hike,0,TRUE,true,10:25 AM,2:32 PM,,,Easy,
125,hike,0,TRUE,false,8:13 AM,8:44 PM,,,Medium,
126,hike,0,TRUE,true,12:42 AM,1:30 AM,,,Medium,
127,hike,0,TRUE,false,6:48 AM,5:17 AM,,,Easy,
128,hike,0,TRUE,true,7:01 AM,2:51 PM,,,Easy,
129,hike,0,TRUE,true,9:55 PM,2:40 AM,,,Medium,
130,hike,0,TRUE,true,5:14 AM,8:10 PM,,,Medium,
131,hike,0,TRUE,false,12:44 AM,5:14 PM,,,Easy,
132,hike,0,TRUE,true,5:48 AM,9:12 PM,,,Medium,
133,hike,0,TRUE,true,10:38 PM,10:50 AM,,,Difficulty,
134,hike,0,TRUE,true,3:00 PM,9:42 AM,,,Easy,
135,hike,0,TRUE,true,3:09 PM,2:56 AM,,,Difficulty,
136,hike,0,TRUE,true,9:15 AM,10:13 PM,,,Difficulty,
137,hike,0,TRUE,true,5:16 PM,10:40 PM,,,Medium,
138,hike,0,TRUE,true,10:09 AM,1:37 AM,,,Difficulty,
139,hike,0,TRUE,false,2:44 AM,6:32 AM,,,Medium,
140,hike,0,TRUE,true,2:50 PM,5:46 PM,,,Difficulty,
141,hike,0,TRUE,true,12:12 PM,8:47 PM,,,Difficulty,
142,hike,0,TRUE,true,1:08 AM,4:53 AM,,,Easy,
143,hike,0,TRUE,false,10:45 AM,12:21 PM,,,Medium,
144,hike,0,TRUE,false,8:35 PM,11:56 PM,,,Easy,
145,hike,0,TRUE,true,1:58 PM,9:47 AM,,,Easy,
146,hike,0,TRUE,false,8:04 AM,3:37 PM,,,Medium,
147,hike,0,TRUE,false,4:51 AM,5:08 AM,,,Difficulty,
148,hike,0,TRUE,false,3:35 AM,1:59 PM,,,Difficulty,
149,hike,0,TRUE,false,5:17 AM,9:17 AM,,,Difficulty,
150,hike,0,TRUE,true,8:07 PM,8:13 AM,,,Difficulty,
151,hike,0,TRUE,true,6:06 PM,7:16 PM,,,Medium,
152,hike,0,TRUE,false,11:38 AM,7:02 PM,,,Easy,
153,hike,0,TRUE,true,8:37 AM,2:02 PM,,,Medium,
154,hike,0,TRUE,true,10:11 PM,3:30 AM,,,Difficulty,
155,hike,0,TRUE,true,4:34 PM,1:45 AM,,,Difficulty,
156,hike,0,TRUE,false,3:31 PM,8:00 PM,,,Medium,
157,hike,0,TRUE,false,6:08 AM,4:59 PM,,,Medium,
158,hike,0,TRUE,false,2:51 PM,12:35 AM,,,Difficulty,
159,hike,0,TRUE,true,7:12 AM,4:35 AM,,,Easy,
160,hike,0,TRUE,true,9:45 PM,11:05 PM,,,Easy,
161,hike,0,TRUE,true,11:48 PM,10:05 AM,,,Difficulty,
162,hike,0,TRUE,true,2:45 AM,8:17 AM,,,Medium,
163,hike,0,TRUE,true,7:22 AM,4:41 PM,,,Easy,
164,hike,0,TRUE,false,2:36 PM,1:48 PM,,,Difficulty,
165,hike,0,TRUE,true,3:17 PM,5:15 PM,,,Easy,
166,hike,0,TRUE,false,1:08 PM,4:20 PM,,,Easy,
167,hike,0,TRUE,false,12:59 PM,7:04 PM,,,Easy,
168,hike,0,TRUE,false,5:53 PM,2:00 PM,,,Easy,
169,hike,0,TRUE,true,5:16 AM,9:18 PM,,,Easy,
170,hike,0,TRUE,false,1:25 PM,4:49 AM,,,Medium,
171,hike,0,TRUE,true,9:54 PM,12:20 PM,,,Medium,
172,hike,0,TRUE,false,7:18 PM,8:52 PM,,,Easy,
173,hike,0,TRUE,true,12:32 PM,11:01 PM,,,Difficulty,
174,hike,0,TRUE,false,5:46 AM,7:16 PM,,,Easy,
175,hike,0,TRUE,false,3:45 PM,2:15 AM,,,Difficulty,
176,hike,0,TRUE,true,3:12 PM,11:39 AM,,,Medium,
177,hike,0,TRUE,false,1:41 PM,11:19 AM,,,Difficulty,
178,hike,0,TRUE,true,3:14 PM,4:16 AM,,,Difficulty,
179,hike,0,TRUE,false,9:21 PM,3:41 AM,,,Easy,
180,hike,0,TRUE,true,6:25 PM,9:27 PM,,,Medium,
181,hike,0,TRUE,true,1:42 PM,5:45 PM,,,Difficulty,
182,hike,0,TRUE,true,12:14 AM,10:33 AM,,,Easy,
183,hike,0,TRUE,false,5:28 AM,7:44 PM,,,Difficulty,
184,hike,0,TRUE,false,9:51 AM,5:18 PM,,,Medium,
185,hike,0,TRUE,false,9:08 AM,9:10 AM,,,Easy,
186,hike,0,TRUE,false,8:37 PM,2:32 PM,,,Medium,
187,hike,0,TRUE,false,4:02 PM,8:01 PM,,,Easy,
188,hike,0,TRUE,true,3:13 AM,12:19 PM,,,Difficulty,
189,hike,0,TRUE,true,7:44 AM,4:32 AM,,,Difficulty,
190,hike,0,TRUE,false,11:55 PM,3:48 PM,,,Difficulty,
191,hike,0,TRUE,true,9:56 AM,6:14 PM,,,Easy,
192,hike,0,TRUE,true,10:00 AM,2:05 PM,,,Medium,
193,hike,0,TRUE,true,9:25 AM,5:26 PM,,,Medium,
194,hike,0,TRUE,false,6:59 AM,10:18 AM,,,Easy,
195,hike,0,TRUE,false,3:40 PM,3:14 AM,,,Difficulty,
196,hike,0,TRUE,false,11:16 AM,2:09 AM,,,Easy,
197,hike,0,TRUE,true,3:58 PM,9:38 AM,,,Difficulty,
198,hike,0,TRUE,false,3:00 PM,10:34 AM,,,Difficulty,
199,hike,0,TRUE,true,5:01 PM,6:41 AM,,,Medium,
200,hike,0,TRUE,false,4:56 AM,8:28 PM,,,Medium,
201,hike,0,TRUE,true,2:47 AM,12:59 PM,,,Medium,
202,hike,0,TRUE,false,1:11 AM,10:01 PM,,,Difficulty,
203,hike,0,TRUE,true,12:19 AM,6:08 AM,,,Medium,
204,hike,0,TRUE,true,4:45 AM,6:16 AM,,,Difficulty,
205,hike,0,TRUE,false,4:39 PM,3:49 AM,,,Difficulty,
206,hike,0,TRUE,true,12:55 PM,4:27 AM,,,Easy,
207,hike,0,TRUE,false,10:11 PM,1:38 PM,,,Easy,
208,hike,0,TRUE,true,4:14 PM,8:21 PM,,,Easy,
209,hike,0,TRUE,true,10:34 AM,8:01 PM,,,Easy,
210,hike,0,TRUE,false,12:40 PM,7:11 AM,,,Difficulty,
211,hike,0,TRUE,true,4:04 PM,6:42 PM,,,Easy,
212,hike,0,TRUE,false,4:08 AM,8:29 PM,,,Difficulty,
213,hike,0,TRUE,false,2:42 PM,2:41 AM,,,Easy,
214,hike,0,TRUE,true,10:51 AM,10:51 PM,,,Easy,
215,hike,0,TRUE,false,5:44 AM,10:20 PM,,,Easy,
216,hike,0,TRUE,true,1:52 PM,2:04 PM,,,Easy,
217,hike,0,TRUE,false,9:38 AM,12:59 PM,,,Difficulty,
218,hike,0,TRUE,true,9:31 PM,8:20 AM,,,Medium,
219,hike,0,TRUE,true,1:59 AM,9:47 PM,,,Easy,
220,hike,0,TRUE,false,7:53 AM,8:22 AM,,,Medium,
221,hike,0,TRUE,true,12:05 AM,1:59 AM,,,Medium,
222,hike,0,TRUE,false,11:15 AM,9:50 PM,,,Medium,
223,hike,0,TRUE,false,2:24 AM,4:03 AM,,,Easy,
224,hike,0,TRUE,false,5:25 PM,8:11 PM,,,Easy,
225,hike,0,TRUE,false,5:14 PM,6:51 AM,,,Difficulty,
226,hike,0,TRUE,false,10:13 AM,10:54 PM,,,Difficulty,
227,hike,0,TRUE,false,12:31 PM,1:28 PM,,,Easy,
228,hike,0,TRUE,false,6:02 AM,2:33 AM,,,Easy,
229,hike,0,TRUE,false,4:11 AM,4:36 AM,,,Medium,
230,hike,0,TRUE,true,9:55 AM,11:05 AM,,,Medium,
231,hike,0,TRUE,false,7:38 PM,12:47 PM,,,Easy,
232,hike,0,TRUE,false,2:18 AM,5:42 PM,,,Medium,
233,hike,0,TRUE,true,3:51 AM,5:16 AM,,,Medium,
234,hike,0,TRUE,false,5:12 PM,5:17 AM,,,Difficulty,
235,hike,0,TRUE,false,3:23 AM,3:53 AM,,,Medium,
236,hike,0,TRUE,true,6:34 AM,12:36 AM,,,Medium,
237,hike,0,TRUE,true,11:37 PM,8:44 AM,,,Difficulty,
238,hike,0,TRUE,true,3:02 PM,9:48 AM,,,Easy,
239,hike,0,TRUE,false,8:16 AM,7:18 PM,,,Medium,
240,hike,0,TRUE,true,12:24 AM,1:04 AM,,,Medium,
241,hike,0,TRUE,true,9:41 AM,6:49 PM,,,Medium,
242,hike,0,TRUE,false,1:06 AM,2:34 AM,,,Easy,
243,hike,0,TRUE,false,10:53 PM,10:40 AM,,,Easy,
244,hike,0,TRUE,false,3:23 AM,5:50 AM,,,Difficulty,
245,hike,0,TRUE,false,4:56 PM,8:38 AM,,,Medium,
246,hike,0,TRUE,false,3:30 AM,8:07 PM,,,Medium,
247,hike,0,TRUE,false,6:32 PM,7:46 AM,,,Difficulty,
248,hike,0,TRUE,true,3:00 PM,5:22 AM,,,Difficulty,
249,hike,0,TRUE,false,8:31 AM,11:47 PM,,,Easy,
250,hike,0,TRUE,true,1:46 PM,12:44 AM,,,Difficulty,
251,hike,0,TRUE,false,9:11 AM,2:37 AM,,,Medium,
252,hike,0,TRUE,false,6:19 AM,8:01 PM,,,Easy,
253,hike,0,TRUE,true,7:16 PM,3:38 AM,,,Difficulty,
254,hike,0,TRUE,false,3:22 AM,12:35 AM,,,Easy,
255,hike,0,TRUE,true,11:40 PM,7:55 PM,,,Easy,
256,hike,0,TRUE,true,12:02 PM,3:54 AM,,,Medium,
257,hike,0,TRUE,true,4:39 PM,11:23 AM,,,Medium,
258,hike,0,TRUE,true,6:42 PM,11:57 AM,,,Difficulty,
259,hike,0,TRUE,false,1:50 AM,9:04 AM,,,Medium,
260,hike,0,TRUE,false,5:53 PM,8:42 PM,,,Easy,
261,hike,0,TRUE,true,4:37 AM,6:52 AM,,,Medium,
262,hike,0,TRUE,true,12:13 PM,9:37 PM,,,Easy,
263,hike,0,TRUE,true,10:45 AM,5:25 AM,,,Difficulty,
264,hike,0,TRUE,true,7:19 AM,12:25 PM,,,Medium,
265,hike,0,TRUE,true,8:45 AM,6:43 AM,,,Medium,
266,hike,0,TRUE,false,10:41 PM,5:41 AM,,,Easy,
267,hike,0,TRUE,true,6:36 AM,6:33 PM,,,Difficulty,
268,hike,0,TRUE,false,1:13 PM,9:38 PM,,,Medium,
269,hike,0,TRUE,false,7:14 AM,7:55 PM,,,Medium,
270,hike,0,TRUE,true,2:14 AM,10:30 PM,,,Medium,
271,hike,0,TRUE,true,12:33 AM,8:41 PM,,,Medium,
272,hike,0,TRUE,false,6:29 PM,8:40 PM,,,Medium,
273,hike,0,TRUE,false,8:58 PM,4:01 PM,,,Medium,
274,hike,0,TRUE,false,5:34 PM,12:51 AM,,,Easy,
275,hike,0,TRUE,true,9:13 PM,8:09 AM,,,Easy,
276,hike,0,TRUE,false,10:48 AM,11:23 AM,,,Medium,
277,hike,0,TRUE,false,2:40 AM,10:51 AM,,,Difficulty,
278,hike,0,TRUE,true,7:53 AM,2:27 AM,,,Medium,
279,hike,0,TRUE,true,7:50 PM,8:37 PM,,,Difficulty,
280,hike,0,TRUE,false,5:09 PM,12:12 AM,,,Easy,
281,hike,0,TRUE,true,10:14 PM,12:15 AM,,,Difficulty,
282,hike,0,TRUE,true,8:20 PM,2:01 PM,,,Easy,
283,hike,0,TRUE,false,6:44 PM,6:43 PM,,,Medium,
284,hike,0,TRUE,true,11:45 AM,1:46 PM,,,Easy,
285,hike,0,TRUE,true,4:04 AM,12:28 PM,,,Easy,
286,hike,0,TRUE,true,10:37 AM,12:51 AM,,,Medium,
287,hike,0,TRUE,true,3:57 PM,3:26 PM,,,Difficulty,
288,hike,0,TRUE,true,12:01 PM,5:13 PM,,,Easy,
289,hike,0,TRUE,false,2:27 AM,12:02 AM,,,Easy,
290,hike,0,TRUE,true,8:27 AM,3:01 AM,,,Difficulty,
291,hike,0,TRUE,true,3:37 AM,6:16 PM,,,Difficulty,
292,hike,0,TRUE,true,11:22 AM,3:44 PM,,,Medium,
293,hike,0,TRUE,true,4:57 AM,11:34 AM,,,Difficulty,
294,hike,0,TRUE,false,3:41 AM,3:07 PM,,,Medium,
295,hike,0,TRUE,true,4:27 PM,4:27 PM,,,Medium,
296,hike,0,TRUE,true,6:42 PM,11:39 AM,,,Difficulty,
297,hike,0,TRUE,false,9:05 PM,7:51 PM,,,Medium,
298,hike,0,TRUE,true,12:22 PM,3:55 PM,,,Difficulty,
299,hike,0,TRUE,false,1:53 AM,1:55 PM,,,Easy,
300,hike,0,TRUE,true,6:11 PM,1:35 PM,,,Medium,
301,hike,0,TRUE,true,12:07 PM,8:36 AM,,,Medium,
302,hike,0,TRUE,false,11:48 AM,1:51 PM,,,Medium,
303,hike,0,TRUE,true,8:16 AM,3:36 AM,,,Medium,
304,hike,0,TRUE,true,6:01 AM,1:59 PM,,,Difficulty,
305,hike,0,TRUE,false,7:14 AM,5:31 PM,,,Medium,
306,hike,0,TRUE,true,8:36 AM,12:17 PM,,,Difficulty,
307,hike,0,TRUE,false,7:52 AM,3:53 PM,,,Medium,
308,hike,0,TRUE,false,11:47 PM,11:14 PM,,,Easy,
309,hike,0,TRUE,true,1:23 PM,7:52 AM,,,Easy,
310,hike,0,TRUE,false,9:29 PM,8:04 AM,,,Easy,
311,hike,0,TRUE,false,10:01 PM,7:47 AM,,,Easy,
312,hike,0,TRUE,false,1:39 AM,11:58 AM,,,Difficulty,
313,hike,0,TRUE,true,6:15 AM,5:41 AM,,,Medium,
314,hike,0,TRUE,false,11:54 PM,5:48 AM,,,Difficulty,
315,hike,0,TRUE,true,6:49 PM,1:34 PM,,,Medium,
316,hike,0,TRUE,true,2:47 AM,2:20 AM,,,Medium,
317,hike,0,TRUE,true,1:56 PM,7:40 PM,,,Easy,
318,hike,0,TRUE,true,11:20 AM,8:00 AM,,,Difficulty,
319,hike,0,TRUE,false,1:41 PM,10:53 PM,,,Medium,
320,hike,0,TRUE,true,9:47 PM,10:15 PM,,,Medium,
321,hike,0,TRUE,false,5:09 AM,12:52 AM,,,Easy,
322,hike,0,TRUE,false,5:34 PM,8:56 AM,,,Difficulty,
323,hike,0,TRUE,false,4:07 AM,10:45 AM,,,Difficulty,
324,hike,0,TRUE,false,7:54 PM,4:28 AM,,,Difficulty,
325,hike,0,TRUE,false,9:41 AM,7:27 AM,,,Medium,
326,hike,0,TRUE,false,1:08 AM,7:12 AM,,,Difficulty,
327,hike,0,TRUE,false,11:37 PM,7:16 AM,,,Medium,
328,hike,0,TRUE,false,4:09 PM,1:53 AM,,,Difficulty,
329,hike,0,TRUE,true,3:32 PM,6:47 PM,,,Medium,
330,hike,0,TRUE,false,11:33 PM,8:50 AM,,,Medium,
331,hike,0,TRUE,true,11:49 AM,2:16 PM,,,Medium,
332,hike,0,TRUE,true,8:30 AM,6:53 PM,,,Difficulty,
333,hike,0,TRUE,false,6:30 AM,7:20 AM,,,Difficulty,
334,hike,0,TRUE,true,12:52 PM,7:38 PM,,,Difficulty,
335,hike,0,TRUE,true,6:49 AM,5:07 PM,,,Medium,
336,hike,0,TRUE,false,8:58 AM,4:56 AM,,,Easy,
337,hike,0,TRUE,true,5:32 AM,3:43 PM,,,Difficulty,
338,hike,0,TRUE,false,5:05 PM,3:39 PM,,,Easy,
339,hike,0,TRUE,true,7:35 PM,8:54 AM,,,Medium,
340,hike,0,TRUE,true,8:22 PM,7:21 PM,,,Medium,
341,hike,0,TRUE,true,5:34 AM,5:58 AM,,,Difficulty,
342,hike,0,TRUE,false,1:20 AM,6:58 AM,,,Medium,
343,hike,0,TRUE,false,1:21 AM,8:35 PM,,,Medium,
344,hike,0,TRUE,true,10:06 AM,11:56 AM,,,Medium,
345,hike,0,TRUE,true,10:43 PM,2:16 AM,,,Difficulty,
346,hike,0,TRUE,true,5:03 PM,6:38 AM,,,Difficulty,
347,hike,0,TRUE,true,11:36 PM,12:27 PM,,,Difficulty,
348,hike,0,TRUE,false,6:24 PM,6:12 AM,,,Medium,
349,hike,0,TRUE,false,5:32 AM,4:35 PM,,,Easy,
350,hike,0,TRUE,true,8:34 AM,12:56 AM,,,Difficulty,
351,hike,0,TRUE,true,10:09 AM,1:06 PM,,,Medium,
352,hike,0,TRUE,false,11:41 AM,5:01 AM,,,Easy,
353,hike,0,TRUE,false,6:53 PM,1:26 AM,,,Medium,
354,hike,0,TRUE,true,1:00 AM,3:22 AM,,,Difficulty,
355,hike,0,TRUE,false,4:59 PM,10:39 AM,,,Difficulty,
356,hike,0,TRUE,false,7:51 PM,7:51 PM,,,Medium,
357,hike,0,TRUE,true,5:10 PM,5:30 PM,,,Medium,
358,hike,0,TRUE,false,6:37 AM,9:49 AM,,,Difficulty,
359,hike,0,TRUE,false,12:17 AM,6:06 AM,,,Medium,
360,hike,0,TRUE,false,9:01 AM,2:41 AM,,,Medium,
361,hike,0,TRUE,true,3:30 PM,5:53 PM,,,Easy,
362,hike,0,TRUE,true,5:27 AM,2:56 PM,,,Difficulty,
363,hike,0,TRUE,true,10:54 AM,5:02 PM,,,Difficulty,
364,hike,0,TRUE,true,3:09 AM,7:33 AM,,,Easy,
365,hike,0,TRUE,false,5:19 PM,9:40 PM,,,Easy,
366,hike,0,TRUE,false,7:47 PM,3:23 AM,,,Difficulty,
367,hike,0,TRUE,true,9:17 PM,7:53 PM,,,Difficulty,
368,hike,0,TRUE,false,1:57 PM,1:15 PM,,,Easy,
369,hike,0,TRUE,false,1:15 PM,5:01 AM,,,Easy,
370,hike,0,TRUE,true,7:44 AM,7:55 AM,,,Medium,
371,hike,0,TRUE,true,2:55 PM,9:38 PM,,,Easy,
372,hike,0,TRUE,true,12:15 PM,5:00 PM,,,Medium,
373,hike,0,TRUE,false,1:37 AM,8:22 AM,,,Easy,
374,hike,0,TRUE,true,12:43 PM,2:41 AM,,,Medium,
375,hike,0,TRUE,false,2:10 AM,1:50 AM,,,Easy,
376,hike,0,TRUE,false,12:03 PM,3:43 AM,,,Easy,
377,hike,0,TRUE,true,7:00 PM,8:18 AM,,,Difficulty,
378,hike,0,TRUE,false,10:32 AM,9:52 AM,,,Difficulty,
379,hike,0,TRUE,true,8:11 PM,7:01 AM,,,Medium,
380,hike,0,TRUE,true,2:48 PM,12:08 AM,,,Easy,
381,hike,0,TRUE,true,9:12 AM,5:03 PM,,,Medium,
382,hike,0,TRUE,false,10:45 PM,4:25 AM,,,Easy,
383,hike,0,TRUE,false,2:57 PM,4:13 PM,,,Difficulty,
384,hike,0,TRUE,false,6:43 PM,4:01 PM,,,Difficulty,
385,hike,0,TRUE,true,3:32 AM,5:04 AM,,,Medium,
386,hike,0,TRUE,true,9:48 PM,9:43 PM,,,Medium,
387,hike,0,TRUE,false,4:05 AM,12:43 PM,,,Easy,
388,hike,0,TRUE,true,7:26 PM,3:54 PM,,,Easy,
389,hike,0,TRUE,true,11:24 AM,3:23 AM,,,Difficulty,
390,hike,0,TRUE,true,9:00 PM,8:22 AM,,,Medium,
